,period,value,temperature_2m,hour,day_of_week,month,is_weekend
0,2022-01-01T00:00:00.000Z,18106,11.0585,0,5,1,1
1,2022-01-01T01:00:00.000Z,17574,11.0585,1,5,1,1
2,2022-01-01T02:00:00.000Z,16997,11.0585,2,5,1,1
3,2022-01-01T03:00:00.000Z,16411,11.0585,3,5,1,1
4,2022-01-01T04:00:00.000Z,15762,11.0585,4,5,1,1
5,2022-01-01T05:00:00.000Z,15156,11.0585,5,5,1,1
6,2022-01-01T06:00:00.000Z,14503,11.0585,6,5,1,1
7,2022-01-01T07:00:00.000Z,13924,11.1085005,7,5,1,1
8,2022-01-01T08:00:00.000Z,13477,11.2585,8,5,1,1
9,2022-01-01T09:00:00.000Z,13200,11.3085,9,5,1,1
10,2022-01-01T10:00:00.000Z,13089,11.5085,10,5,1,1
11,2022-01-01T11:00:00.000Z,13188,11.6085005,11,5,1,1
12,2022-01-01T12:00:00.000Z,13495,11.8585005,12,5,1,1
13,2022-01-01T13:00:00.000Z,13824,12.1085005,13,5,1,1
14,2022-01-01T14:00:00.000Z,14211,12.0585,14,5,1,1
15,2022-01-01T15:00:00.000Z,14768,11.3085,15,5,1,1
16,2022-01-01T16:00:00.000Z,15331,10.6085005,16,5,1,1
17,2022-01-01T17:00:00.000Z,15717,10.2585,17,5,1,1
18,2022-01-01T18:00:00.000Z,15992,9.8085,18,5,1,1
19,2022-01-01T19:00:00.000Z,16079,9.908501,19,5,1,1
20,2022-01-01T20:00:00.000Z,16051,9.408501,20,5,1,1
21,2022-01-01T21:00:00.000Z,16221,9.158501,21,5,1,1
22,2022-01-01T22:00:00.000Z,16836,8.7585,22,5,1,1
23,2022-01-01T23:00:00.000Z,17483,8.4585,23,5,1,1
24,2022-01-02T00:00:00.000Z,34720,9.2085,0,6,1,1
25,2022-01-02T01:00:00.000Z,17016,8.5085,1,6,1,1
26,2022-01-02T02:00:00.000Z,16644,8.158501,2,6,1,1
27,2022-01-02T03:00:00.000Z,16149,7.8585,3,6,1,1
28,2022-01-02T04:00:00.000Z,15514,7.8085,4,6,1,1
29,2022-01-02T05:00:00.000Z,14747,8.0085,5,6,1,1
30,2022-01-02T06:00:00.000Z,14087,7.7085,6,6,1,1
31,2022-01-02T07:00:00.000Z,13603,8.0585,7,6,1,1
32,2022-01-02T08:00:00.000Z,13315,9.0585,8,6,1,1
33,2022-01-02T09:00:00.000Z,13147,10.1085005,9,6,1,1
34,2022-01-02T10:00:00.000Z,13138,10.3085,10,6,1,1
35,2022-01-02T11:00:00.000Z,13349,10.2585,11,6,1,1
36,2022-01-02T12:00:00.000Z,13777,11.7085,12,6,1,1
37,2022-01-02T13:00:00.000Z,14306,11.0085,13,6,1,1
38,2022-01-02T14:00:00.000Z,14903,10.7585,14,6,1,1
39,2022-01-02T15:00:00.000Z,15575,10.6085005,15,6,1,1
40,2022-01-02T16:00:00.000Z,16254,10.3085,16,6,1,1
41,2022-01-02T17:00:00.000Z,16717,10.3085,17,6,1,1
42,2022-01-02T18:00:00.000Z,16974,11.0585,18,6,1,1
43,2022-01-02T19:00:00.000Z,16982,10.6085005,19,6,1,1
44,2022-01-02T20:00:00.000Z,17072,10.158501,20,6,1,1
45,2022-01-02T21:00:00.000Z,17312,10.0085,21,6,1,1
46,2022-01-02T22:00:00.000Z,18050,10.1085005,22,6,1,1
47,2022-01-02T23:00:00.000Z,18912,9.158501,23,6,1,1
48,2022-01-03T00:00:00.000Z,37744,8.7585,0,0,1,0
49,2022-01-03T01:00:00.000Z,18554,8.8585005,1,0,1,0
50,2022-01-03T02:00:00.000Z,18104,8.658501,2,0,1,0
51,2022-01-03T03:00:00.000Z,17483,9.3585005,3,0,1,0
52,2022-01-03T04:00:00.000Z,16601,8.6085005,4,0,1,0
53,2022-01-03T05:00:00.000Z,15733,8.4585,5,0,1,0
54,2022-01-03T06:00:00.000Z,15119,8.1085005,6,0,1,0
55,2022-01-03T07:00:00.000Z,14730,8.0585,7,0,1,0
56,2022-01-03T08:00:00.000Z,14552,7.6085,8,0,1,0
57,2022-01-03T09:00:00.000Z,14604,8.1085005,9,0,1,0
58,2022-01-03T10:00:00.000Z,14914,8.3085,10,0,1,0
59,2022-01-03T11:00:00.000Z,15743,8.8085,11,0,1,0
60,2022-01-03T12:00:00.000Z,17178,9.3585005,12,0,1,0
61,2022-01-03T13:00:00.000Z,18461,9.658501,13,0,1,0
62,2022-01-03T14:00:00.000Z,19169,9.1085005,14,0,1,0
63,2022-01-03T15:00:00.000Z,19675,8.408501,15,0,1,0
64,2022-01-03T16:00:00.000Z,20056,8.0085,16,0,1,0
65,2022-01-03T17:00:00.000Z,20180,7.7085,17,0,1,0
66,2022-01-03T18:00:00.000Z,20226,7.1085,18,0,1,0
67,2022-01-03T19:00:00.000Z,20179,6.8585,19,0,1,0
68,2022-01-03T20:00:00.000Z,20192,6.7085,20,0,1,0
69,2022-01-03T21:00:00.000Z,20392,6.3585,21,0,1,0
70,2022-01-03T22:00:00.000Z,21033,6.0084996,22,0,1,0
71,2022-01-03T23:00:00.000Z,21923,6.4084997,23,0,1,0
72,2022-01-04T00:00:00.000Z,43518,7.2584996,0,1,1,0
73,2022-01-04T01:00:00.000Z,21310,6.9585,1,1,1,0
74,2022-01-04T02:00:00.000Z,20815,6.7584996,2,1,1,0
75,2022-01-04T03:00:00.000Z,19962,6.0084996,3,1,1,0
76,2022-01-04T04:00:00.000Z,18867,5.6085,4,1,1,0
77,2022-01-04T05:00:00.000Z,17828,5.6085,5,1,1,0
78,2022-01-04T06:00:00.000Z,17143,5.7584996,6,1,1,0
79,2022-01-04T07:00:00.000Z,16706,5.9585,7,1,1,0
80,2022-01-04T08:00:00.000Z,16423,6.1584997,8,1,1,0
81,2022-01-04T09:00:00.000Z,16349,6.6085,9,1,1,0
82,2022-01-04T10:00:00.000Z,16540,6.9084997,10,1,1,0
83,2022-01-04T11:00:00.000Z,17331,7.1085,11,1,1,0
84,2022-01-04T12:00:00.000Z,18662,6.3585,12,1,1,0
85,2022-01-04T13:00:00.000Z,19763,6.4084997,13,1,1,0
86,2022-01-04T14:00:00.000Z,20094,6.2584996,14,1,1,0
87,2022-01-04T15:00:00.000Z,19937,6.1085,15,1,1,0
88,2022-01-04T16:00:00.000Z,19619,5.4585,16,1,1,0
89,2022-01-04T17:00:00.000Z,19362,5.3085,17,1,1,0
90,2022-01-04T18:00:00.000Z,19093,5.4585,18,1,1,0
91,2022-01-04T19:00:00.000Z,18973,5.5585,19,1,1,0
92,2022-01-04T20:00:00.000Z,19054,5.7584996,20,1,1,0
93,2022-01-04T21:00:00.000Z,19495,5.2085,21,1,1,0
94,2022-01-04T22:00:00.000Z,20369,4.6584997,22,1,1,0
95,2022-01-04T23:00:00.000Z,21455,3.9085,23,1,1,0
96,2022-01-05T00:00:00.000Z,42554,4.1085,0,2,1,0
97,2022-01-05T01:00:00.000Z,20841,3.0585,1,2,1,0
98,2022-01-05T02:00:00.000Z,20159,3.6085,2,2,1,0
99,2022-01-05T03:00:00.000Z,19281,3.8085,3,2,1,0
100,2022-01-05T04:00:00.000Z,18168,3.6585,4,2,1,0
101,2022-01-05T05:00:00.000Z,17083,3.5085,5,2,1,0
102,2022-01-05T06:00:00.000Z,16369,3.1085,6,2,1,0
103,2022-01-05T07:00:00.000Z,15894,2.4585001,7,2,1,0
104,2022-01-05T08:00:00.000Z,15571,2.5585,8,2,1,0
105,2022-01-05T09:00:00.000Z,15515,2.9085,9,2,1,0
106,2022-01-05T10:00:00.000Z,15656,3.4585001,10,2,1,0
107,2022-01-05T11:00:00.000Z,16281,3.8085,11,2,1,0
108,2022-01-05T12:00:00.000Z,17531,3.8585,12,2,1,0
109,2022-01-05T13:00:00.000Z,18669,4.5585,13,2,1,0
110,2022-01-05T14:00:00.000Z,19113,4.2584996,14,2,1,0
111,2022-01-05T15:00:00.000Z,19372,3.7585,15,2,1,0
112,2022-01-05T16:00:00.000Z,19608,3.7085001,16,2,1,0
113,2022-01-05T17:00:00.000Z,19654,3.8085,17,2,1,0
114,2022-01-05T18:00:00.000Z,19583,4.0085,18,2,1,0
115,2022-01-05T19:00:00.000Z,19354,3.5585,19,2,1,0
116,2022-01-05T20:00:00.000Z,19256,3.5585,20,2,1,0
117,2022-01-05T21:00:00.000Z,19347,3.7585,21,2,1,0
118,2022-01-05T22:00:00.000Z,19857,3.6585,22,2,1,0
119,2022-01-05T23:00:00.000Z,20546,2.9585001,23,2,1,0
120,2022-01-06T00:00:00.000Z,40552,2.4085,0,3,1,0
121,2022-01-06T01:00:00.000Z,19765,2.3085,1,3,1,0
122,2022-01-06T02:00:00.000Z,19068,2.0085,2,3,1,0
123,2022-01-06T03:00:00.000Z,18241,1.2085,3,3,1,0
124,2022-01-06T04:00:00.000Z,17180,0.70849997,4,3,1,0
125,2022-01-06T05:00:00.000Z,16189,-0.24150002,5,3,1,0
126,2022-01-06T06:00:00.000Z,15532,-1.0914999,6,3,1,0
127,2022-01-06T07:00:00.000Z,15118,-1.5914999,7,3,1,0
128,2022-01-06T08:00:00.000Z,14905,-1.2915,8,3,1,0
129,2022-01-06T09:00:00.000Z,14853,-0.2915,9,3,1,0
130,2022-01-06T10:00:00.000Z,15110,0.5585,10,3,1,0
131,2022-01-06T11:00:00.000Z,15927,1.4085001,11,3,1,0
132,2022-01-06T12:00:00.000Z,17315,2.7085001,12,3,1,0
133,2022-01-06T13:00:00.000Z,18418,2.8085,13,3,1,0
134,2022-01-06T14:00:00.000Z,18959,2.0585,14,3,1,0
135,2022-01-06T15:00:00.000Z,19137,-1.0415,15,3,1,0
136,2022-01-06T16:00:00.000Z,19185,-2.1915,16,3,1,0
137,2022-01-06T17:00:00.000Z,19104,-2.9415,17,3,1,0
138,2022-01-06T18:00:00.000Z,18847,-2.4415,18,3,1,0
139,2022-01-06T19:00:00.000Z,18849,-1.8915,19,3,1,0
140,2022-01-06T20:00:00.000Z,18909,-1.9415,20,3,1,0
141,2022-01-06T21:00:00.000Z,19294,-2.0414999,21,3,1,0
142,2022-01-06T22:00:00.000Z,20100,-1.9415,22,3,1,0
143,2022-01-06T23:00:00.000Z,20960,-1.8414999,23,3,1,0
144,2022-01-07T00:00:00.000Z,41548,-1.4415,0,4,1,0
145,2022-01-07T01:00:00.000Z,20317,-1.4415,1,4,1,0
146,2022-01-07T02:00:00.000Z,19734,-1.5415,2,4,1,0
147,2022-01-07T03:00:00.000Z,18950,-1.3915,3,4,1,0
148,2022-01-07T04:00:00.000Z,17886,-1.3915,4,4,1,0
149,2022-01-07T05:00:00.000Z,16932,-0.99149996,5,4,1,0
150,2022-01-07T06:00:00.000Z,16247,-0.79150003,6,4,1,0
151,2022-01-07T07:00:00.000Z,15829,-0.7415,7,4,1,0
152,2022-01-07T08:00:00.000Z,15589,-0.19150001,8,4,1,0
153,2022-01-07T09:00:00.000Z,15554,0.9085,9,4,1,0
154,2022-01-07T10:00:00.000Z,15780,1.8585,10,4,1,0
155,2022-01-07T11:00:00.000Z,16454,2.5585,11,4,1,0
156,2022-01-07T12:00:00.000Z,17624,2.4085,12,4,1,0
157,2022-01-07T13:00:00.000Z,18707,2.5585,13,4,1,0
158,2022-01-07T14:00:00.000Z,19380,2.2585,14,4,1,0
159,2022-01-07T15:00:00.000Z,19821,2.0585,15,4,1,0
160,2022-01-07T16:00:00.000Z,20080,1.6085,16,4,1,0
161,2022-01-07T17:00:00.000Z,20085,1.5585,17,4,1,0
162,2022-01-07T18:00:00.000Z,20043,1.6085,18,4,1,0
163,2022-01-07T19:00:00.000Z,20024,1.4085001,19,4,1,0
164,2022-01-07T20:00:00.000Z,19991,0.95849997,20,4,1,0
165,2022-01-07T21:00:00.000Z,20091,1.0085,21,4,1,0
166,2022-01-07T22:00:00.000Z,20622,1.0585,22,4,1,0
167,2022-01-07T23:00:00.000Z,21463,0.4085,23,4,1,0
168,2022-01-08T00:00:00.000Z,42636,0.6085,0,5,1,1
169,2022-01-08T01:00:00.000Z,20892,0.6085,1,5,1,1
170,2022-01-08T02:00:00.000Z,20348,0.9085,2,5,1,1
171,2022-01-08T03:00:00.000Z,19626,0.6585,3,5,1,1
172,2022-01-08T04:00:00.000Z,18722,0.3585,4,5,1,1
173,2022-01-08T05:00:00.000Z,17843,0.4085,5,5,1,1
174,2022-01-08T06:00:00.000Z,17139,0.0585,6,5,1,1
175,2022-01-08T07:00:00.000Z,16711,-0.5915,7,5,1,1
176,2022-01-08T08:00:00.000Z,16442,-0.19150001,8,5,1,1
177,2022-01-08T09:00:00.000Z,16345,0.7585,9,5,1,1
178,2022-01-08T10:00:00.000Z,16389,1.6085,10,5,1,1
179,2022-01-08T11:00:00.000Z,16731,2.3585,11,5,1,1
180,2022-01-08T12:00:00.000Z,17413,2.1085,12,5,1,1
181,2022-01-08T13:00:00.000Z,18105,2.7585,13,5,1,1
182,2022-01-08T14:00:00.000Z,18704,2.6085,14,5,1,1
183,2022-01-08T15:00:00.000Z,18977,1.0085,15,5,1,1
184,2022-01-08T16:00:00.000Z,18979,0.008499999,16,5,1,1
185,2022-01-08T17:00:00.000Z,18808,-0.041500002,17,5,1,1
186,2022-01-08T18:00:00.000Z,18538,-0.2915,18,5,1,1
187,2022-01-08T19:00:00.000Z,18328,-0.7415,19,5,1,1
188,2022-01-08T20:00:00.000Z,18325,-0.8915,20,5,1,1
189,2022-01-08T21:00:00.000Z,18616,-1.0415,21,5,1,1
190,2022-01-08T22:00:00.000Z,19379,-1.3915,22,5,1,1
191,2022-01-08T23:00:00.000Z,20485,-1.5914999,23,5,1,1
192,2022-01-09T00:00:00.000Z,41036,-0.7415,0,6,1,1
193,2022-01-09T01:00:00.000Z,20151,-0.99149996,1,6,1,1
194,2022-01-09T02:00:00.000Z,19720,-1.2915,2,6,1,1
195,2022-01-09T03:00:00.000Z,19125,-1.3915,3,6,1,1
196,2022-01-09T04:00:00.000Z,18301,-0.8415,4,6,1,1
197,2022-01-09T05:00:00.000Z,17469,-0.9415,5,6,1,1
198,2022-01-09T06:00:00.000Z,16668,-0.8415,6,6,1,1
199,2022-01-09T07:00:00.000Z,16116,-0.4415,7,6,1,1
200,2022-01-09T08:00:00.000Z,15719,-0.041500002,8,6,1,1
201,2022-01-09T09:00:00.000Z,15501,0.8585,9,6,1,1
202,2022-01-09T10:00:00.000Z,15459,1.5085001,10,6,1,1
203,2022-01-09T11:00:00.000Z,15623,2.1585,11,6,1,1
204,2022-01-09T12:00:00.000Z,15968,1.6585001,12,6,1,1
205,2022-01-09T13:00:00.000Z,16425,1.7085,13,6,1,1
206,2022-01-09T14:00:00.000Z,17011,1.8585,14,6,1,1
207,2022-01-09T15:00:00.000Z,17687,1.7585001,15,6,1,1
208,2022-01-09T16:00:00.000Z,18214,1.6085,16,6,1,1
209,2022-01-09T17:00:00.000Z,18550,1.7585001,17,6,1,1
210,2022-01-09T18:00:00.000Z,18766,2.0585,18,6,1,1
211,2022-01-09T19:00:00.000Z,18771,1.9085001,19,6,1,1
212,2022-01-09T20:00:00.000Z,18752,1.7085,20,6,1,1
213,2022-01-09T21:00:00.000Z,18833,2.3085,21,6,1,1
214,2022-01-09T22:00:00.000Z,19331,2.8085,22,6,1,1
215,2022-01-09T23:00:00.000Z,19879,3.1085,23,6,1,1
216,2022-01-10T00:00:00.000Z,39414,3.6585,0,0,1,0
217,2022-01-10T01:00:00.000Z,19293,3.2585,1,0,1,0
218,2022-01-10T02:00:00.000Z,18792,3.2585,2,0,1,0
219,2022-01-10T03:00:00.000Z,18046,3.2085001,3,0,1,0
220,2022-01-10T04:00:00.000Z,17165,3.3085,4,0,1,0
221,2022-01-10T05:00:00.000Z,16301,2.8085,5,0,1,0
222,2022-01-10T06:00:00.000Z,15747,2.6085,6,0,1,0
223,2022-01-10T07:00:00.000Z,15364,2.5585,7,0,1,0
224,2022-01-10T08:00:00.000Z,15177,3.2085001,8,0,1,0
225,2022-01-10T09:00:00.000Z,15218,3.5085,9,0,1,0
226,2022-01-10T10:00:00.000Z,15611,3.7585,10,0,1,0
227,2022-01-10T11:00:00.000Z,16543,4.0585,11,0,1,0
228,2022-01-10T12:00:00.000Z,18043,4.0085,12,0,1,0
229,2022-01-10T13:00:00.000Z,19328,4.2584996,13,0,1,0
230,2022-01-10T14:00:00.000Z,19752,3.6085,14,0,1,0
231,2022-01-10T15:00:00.000Z,19754,2.3585,15,0,1,0
232,2022-01-10T16:00:00.000Z,19710,1.6085,16,0,1,0
233,2022-01-10T17:00:00.000Z,19715,1.3585,17,0,1,0
234,2022-01-10T18:00:00.000Z,19758,1.3585,18,0,1,0
235,2022-01-10T19:00:00.000Z,19789,1.0085,19,0,1,0
236,2022-01-10T20:00:00.000Z,19900,0.5585,20,0,1,0
237,2022-01-10T21:00:00.000Z,20344,-0.3915,21,0,1,0
238,2022-01-10T22:00:00.000Z,21190,-1.4914999,22,0,1,0
239,2022-01-10T23:00:00.000Z,22215,-2.1915,23,0,1,0
240,2022-01-11T00:00:00.000Z,44246,-2.3915,0,1,1,0
241,2022-01-11T01:00:00.000Z,21685,-2.8915,1,1,1,0
242,2022-01-11T02:00:00.000Z,21118,-3.5414999,2,1,1,0
243,2022-01-11T03:00:00.000Z,20253,-3.9415,3,1,1,0
244,2022-01-11T04:00:00.000Z,19165,-4.1415,4,1,1,0
245,2022-01-11T05:00:00.000Z,18256,-4.3915,5,1,1,0
246,2022-01-11T06:00:00.000Z,17619,-4.6915,6,1,1,0
247,2022-01-11T07:00:00.000Z,17239,-4.8415003,7,1,1,0
248,2022-01-11T08:00:00.000Z,17070,-3.9915001,8,1,1,0
249,2022-01-11T09:00:00.000Z,17051,-2.6915,9,1,1,0
250,2022-01-11T10:00:00.000Z,17345,-1.4415,10,1,1,0
251,2022-01-11T11:00:00.000Z,18144,-0.6415,11,1,1,0
252,2022-01-11T12:00:00.000Z,19544,-0.6915,12,1,1,0
253,2022-01-11T13:00:00.000Z,20708,-0.5915,13,1,1,0
254,2022-01-11T14:00:00.000Z,21229,-0.54150003,14,1,1,0
255,2022-01-11T15:00:00.000Z,21330,-0.7415,15,1,1,0
256,2022-01-11T16:00:00.000Z,21107,-0.8415,16,1,1,0
257,2022-01-11T17:00:00.000Z,20962,-1.2414999,17,1,1,0
258,2022-01-11T18:00:00.000Z,20886,-1.3414999,18,1,1,0
259,2022-01-11T19:00:00.000Z,20862,-1.5914999,19,1,1,0
260,2022-01-11T20:00:00.000Z,20928,-2.1415,20,1,1,0
261,2022-01-11T21:00:00.000Z,21311,-2.0915,21,1,1,0
262,2022-01-11T22:00:00.000Z,22203,-1.6415,22,1,1,0
263,2022-01-11T23:00:00.000Z,23233,-1.2414999,23,1,1,0
264,2022-01-12T00:00:00.000Z,46302,-1.6915,0,2,1,0
265,2022-01-12T01:00:00.000Z,22693,-2.4415,1,2,1,0
266,2022-01-12T02:00:00.000Z,22029,-2.0414999,2,2,1,0
267,2022-01-12T03:00:00.000Z,21145,-2.4915,3,2,1,0
268,2022-01-12T04:00:00.000Z,20043,-2.4915,4,2,1,0
269,2022-01-12T05:00:00.000Z,18992,-1.6915,5,2,1,0
270,2022-01-12T06:00:00.000Z,18200,-1.0914999,6,2,1,0
271,2022-01-12T07:00:00.000Z,17640,-0.5915,7,2,1,0
272,2022-01-12T08:00:00.000Z,17321,-0.19150001,8,2,1,0
273,2022-01-12T09:00:00.000Z,17208,1.1585001,9,2,1,0
274,2022-01-12T10:00:00.000Z,17361,1.7085,10,2,1,0
275,2022-01-12T11:00:00.000Z,18051,1.9085001,11,2,1,0
276,2022-01-12T12:00:00.000Z,19336,1.8085,12,2,1,0
277,2022-01-12T13:00:00.000Z,20367,2.1585,13,2,1,0
278,2022-01-12T14:00:00.000Z,20657,2.0585,14,2,1,0
279,2022-01-12T15:00:00.000Z,20631,1.7085,15,2,1,0
280,2022-01-12T16:00:00.000Z,20417,1.7085,16,2,1,0
281,2022-01-12T17:00:00.000Z,20305,1.5085001,17,2,1,0
282,2022-01-12T18:00:00.000Z,20082,0.1585,18,2,1,0
283,2022-01-12T19:00:00.000Z,19953,-0.19150001,19,2,1,0
284,2022-01-12T20:00:00.000Z,19937,0.5085,20,2,1,0
285,2022-01-12T21:00:00.000Z,20157,1.6085,21,2,1,0
286,2022-01-12T22:00:00.000Z,20599,1.9585,22,2,1,0
287,2022-01-12T23:00:00.000Z,21333,2.3585,23,2,1,0
288,2022-01-13T00:00:00.000Z,42322,2.8085,0,3,1,0
289,2022-01-13T01:00:00.000Z,20686,3.0585,1,3,1,0
290,2022-01-13T02:00:00.000Z,19999,3.1585,2,3,1,0
291,2022-01-13T03:00:00.000Z,19187,3.2585,3,3,1,0
292,2022-01-13T04:00:00.000Z,18026,3.3085,4,3,1,0
293,2022-01-13T05:00:00.000Z,17012,3.3085,5,3,1,0
294,2022-01-13T06:00:00.000Z,16288,3.3085,6,3,1,0
295,2022-01-13T07:00:00.000Z,15780,3.4085,7,3,1,0
296,2022-01-13T08:00:00.000Z,15526,3.7085001,8,3,1,0
297,2022-01-13T09:00:00.000Z,15437,4.0585,9,3,1,0
298,2022-01-13T10:00:00.000Z,15647,4.4585,10,3,1,0
299,2022-01-13T11:00:00.000Z,16388,4.8085,11,3,1,0
300,2022-01-13T12:00:00.000Z,17793,4.8585,12,3,1,0
301,2022-01-13T13:00:00.000Z,18812,5.4585,13,3,1,0
302,2022-01-13T14:00:00.000Z,19153,5.3085,14,3,1,0
303,2022-01-13T15:00:00.000Z,19127,4.3585,15,3,1,0
304,2022-01-13T16:00:00.000Z,19020,3.5085,16,3,1,0
305,2022-01-13T17:00:00.000Z,18757,3.3085,17,3,1,0
306,2022-01-13T18:00:00.000Z,18465,3.7085001,18,3,1,0
307,2022-01-13T19:00:00.000Z,18442,3.6085,19,3,1,0
308,2022-01-13T20:00:00.000Z,18496,3.8085,20,3,1,0
309,2022-01-13T21:00:00.000Z,18794,3.8585,21,3,1,0
310,2022-01-13T22:00:00.000Z,19487,3.9585001,22,3,1,0
311,2022-01-13T23:00:00.000Z,20305,4.2085,23,3,1,0
312,2022-01-14T00:00:00.000Z,40372,4.4084997,0,4,1,0
313,2022-01-14T01:00:00.000Z,19729,4.4585,1,4,1,0
314,2022-01-14T02:00:00.000Z,19135,4.5084996,2,4,1,0
315,2022-01-14T03:00:00.000Z,18323,4.5585,3,4,1,0
316,2022-01-14T04:00:00.000Z,17218,4.6584997,4,4,1,0
317,2022-01-14T05:00:00.000Z,16247,4.7085,5,4,1,0
318,2022-01-14T06:00:00.000Z,15575,4.5084996,6,4,1,0
319,2022-01-14T07:00:00.000Z,15087,4.1584997,7,4,1,0
320,2022-01-14T08:00:00.000Z,14825,4.2085,8,4,1,0
321,2022-01-14T09:00:00.000Z,14754,4.6085,9,4,1,0
322,2022-01-14T10:00:00.000Z,14982,5.0585,10,4,1,0
323,2022-01-14T11:00:00.000Z,15761,5.5084996,11,4,1,0
324,2022-01-14T12:00:00.000Z,17132,5.4585,12,4,1,0
325,2022-01-14T13:00:00.000Z,18311,5.8085,13,4,1,0
326,2022-01-14T14:00:00.000Z,18858,6.3585,14,4,1,0
327,2022-01-14T15:00:00.000Z,19132,6.8085,15,4,1,0
328,2022-01-14T16:00:00.000Z,19172,6.9084997,16,4,1,0
329,2022-01-14T17:00:00.000Z,19187,6.7584996,17,4,1,0
330,2022-01-14T18:00:00.000Z,19104,6.5084996,18,4,1,0
331,2022-01-14T19:00:00.000Z,19038,4.9585,19,4,1,0
332,2022-01-14T20:00:00.000Z,19096,2.7085001,20,4,1,0
333,2022-01-14T21:00:00.000Z,19427,1.6585001,21,4,1,0
334,2022-01-14T22:00:00.000Z,20153,1.0585,22,4,1,0
335,2022-01-14T23:00:00.000Z,21166,0.5585,23,4,1,0
336,2022-01-15T00:00:00.000Z,42360,0.4585,0,5,1,1
337,2022-01-15T01:00:00.000Z,20874,0.108500004,1,5,1,1
338,2022-01-15T02:00:00.000Z,20459,-0.1415,2,5,1,1
339,2022-01-15T03:00:00.000Z,19944,-0.3415,3,5,1,1
340,2022-01-15T04:00:00.000Z,19210,-0.5915,4,5,1,1
341,2022-01-15T05:00:00.000Z,18384,-0.8915,5,5,1,1
342,2022-01-15T06:00:00.000Z,17800,-1.0415,6,5,1,1
343,2022-01-15T07:00:00.000Z,17457,-1.1915,7,5,1,1
344,2022-01-15T08:00:00.000Z,17282,-0.8415,8,5,1,1
345,2022-01-15T09:00:00.000Z,17248,0.2585,9,5,1,1
346,2022-01-15T10:00:00.000Z,17387,1.5585,10,5,1,1
347,2022-01-15T11:00:00.000Z,17737,2.4585001,11,5,1,1
348,2022-01-15T12:00:00.000Z,18446,2.2585,12,5,1,1
349,2022-01-15T13:00:00.000Z,19165,2.7585,13,5,1,1
350,2022-01-15T14:00:00.000Z,19680,2.9585001,14,5,1,1
351,2022-01-15T15:00:00.000Z,19855,2.4585001,15,5,1,1
352,2022-01-15T16:00:00.000Z,19874,1.4085001,16,5,1,1
353,2022-01-15T17:00:00.000Z,19930,-0.041500002,17,5,1,1
354,2022-01-15T18:00:00.000Z,19899,-0.1415,18,5,1,1
355,2022-01-15T19:00:00.000Z,20001,-1.0914999,19,5,1,1
356,2022-01-15T20:00:00.000Z,20246,-0.99149996,20,5,1,1
357,2022-01-15T21:00:00.000Z,20556,-0.6915,21,5,1,1
358,2022-01-15T22:00:00.000Z,21346,-1.2414999,22,5,1,1
359,2022-01-15T23:00:00.000Z,22279,-1.5914999,23,5,1,1
360,2022-01-16T00:00:00.000Z,44610,-0.7415,0,6,1,1
361,2022-01-16T01:00:00.000Z,21948,-0.2915,1,6,1,1
362,2022-01-16T02:00:00.000Z,21573,-0.54150003,2,6,1,1
363,2022-01-16T03:00:00.000Z,21027,-0.3915,3,6,1,1
364,2022-01-16T04:00:00.000Z,20298,-0.5915,4,6,1,1
365,2022-01-16T05:00:00.000Z,19483,-0.3915,5,6,1,1
366,2022-01-16T06:00:00.000Z,18815,-0.79150003,6,6,1,1
367,2022-01-16T07:00:00.000Z,18305,-0.9415,7,6,1,1
368,2022-01-16T08:00:00.000Z,17996,-0.1415,8,6,1,1
369,2022-01-16T09:00:00.000Z,17856,0.95849997,9,6,1,1
370,2022-01-16T10:00:00.000Z,17920,2.3585,10,6,1,1
371,2022-01-16T11:00:00.000Z,18127,3.3585,11,6,1,1
372,2022-01-16T12:00:00.000Z,18547,2.6585,12,6,1,1
373,2022-01-16T13:00:00.000Z,19101,2.5585,13,6,1,1
374,2022-01-16T14:00:00.000Z,19464,2.4585001,14,6,1,1
375,2022-01-16T15:00:00.000Z,19368,2.3585,15,6,1,1
376,2022-01-16T16:00:00.000Z,19153,2.2085001,16,6,1,1
377,2022-01-16T17:00:00.000Z,19038,2.3585,17,6,1,1
378,2022-01-16T18:00:00.000Z,19116,2.6585,18,6,1,1
379,2022-01-16T19:00:00.000Z,19253,3.1585,19,6,1,1
380,2022-01-16T20:00:00.000Z,19532,3.3585,20,6,1,1
381,2022-01-16T21:00:00.000Z,19995,3.8585,21,6,1,1
382,2022-01-16T22:00:00.000Z,20688,4.0585,22,6,1,1
383,2022-01-16T23:00:00.000Z,21403,4.3085,23,6,1,1
384,2022-01-17T00:00:00.000Z,42310,5.4084997,0,0,1,0
385,2022-01-17T01:00:00.000Z,20731,5.6584997,1,0,1,0
386,2022-01-17T02:00:00.000Z,20259,5.4585,2,0,1,0
387,2022-01-17T03:00:00.000Z,19544,5.0585,3,0,1,0
388,2022-01-17T04:00:00.000Z,18577,4.8585,4,0,1,0
389,2022-01-17T05:00:00.000Z,17639,4.7584996,5,0,1,0
390,2022-01-17T06:00:00.000Z,16909,4.9585,6,0,1,0
391,2022-01-17T07:00:00.000Z,16407,5.2584996,7,0,1,0
392,2022-01-17T08:00:00.000Z,16086,5.3085,8,0,1,0
